pass	compression	q	error	size
88	1000	0.100	0.000013217	92392
88	1000	0.500	0.000003027	92392
89	2	0.001	-0.000022061	328
89	2	0.010	0.003995965	328
89	2	0.100	-0.002613705	328
89	2	0.500	0.068393368	328
89	5	0.001	-0.000019824	724
89	5	0.010	-0.001172810	724
89	5	0.100	-0.004338719	724
89	5	0.500	0.007085321	724
89	10	0.001	-0.000023132	1288
89	10	0.010	0.000056578	1288
89	10	0.100	0.002245176	1288
89	10	0.500	-0.005080335	1288
89	20	0.001	-0.000000125	2188
89	20	0.010	0.000565856	2188
89	20	0.100	0.004974435	2188
89	20	0.500	0.000372178	2188
89	50	0.001	-0.000001423	5356
89	50	0.010	0.000279478	5356
89	50	0.100	-0.000111151	5356
89	50	0.500	0.004272879	5356
89	100	0.001	-0.000006760	10252
89	100	0.010	0.000106770	10252
89	100	0.100	0.000360420	10252
89	100	0.500	-0.001840786	10252
89	200	0.001	-0.000001120	19012
89	200	0.010	0.000002965	19012
89	200	0.100	0.000143814	19012
89	200	0.500	-0.000409746	19012
89	500	0.001	-0.000001120	43132
89	500	0.010	-0.000014750	43132
89	500	0.100	0.000059425	43132
89	500	0.500	0.000077052	43132
89	1000	0.001	-0.000001120	92500
89	1000	0.010	-0.000000996	92500
89	1000	0.100	-0.000030561	92500
89	1000	0.500	0.000033687	92500
90	2	0.001	-0.000195044	304
90	2	0.010	-0.000586224	304
90	2	0.100	-0.007224626	304
90	2	0.500	-0.002130366	304
90	5	0.001	0.000100162	784
90	5	0.010	-0.000109122	784
90	5	0.100	-0.002037122	784
90	5	0.500	-0.000863669	784
90	10	0.001	0.000003886	1276
90	10	0.010	0.000040078	1276
90	10	0.100	0.003153839	1276
90	10	0.500	0.023546801	1276
90	20	0.001	-0.000011403	2188
90	20	0.010	0.000256994	2188
90	20	0.100	-0.004066554	2188
90	20	0.500	-0.006532466	2188
90	50	0.001	-0.000003277	5464
90	50	0.010	-0.000044461	5464
90	50	0.100	0.000111719	5464
90	50	0.500	-0.000027162	5464
90	100	0.001	-0.000024184	10468
90	100	0.010	0.000021187	10468
90	100	0.100	0.000509730	10468
90	100	0.500	0.000051281	10468
90	200	0.001	-0.000025181	19300
90	200	0.010	-0.000056129	19300
90	200	0.100	-0.000429655	19300
90	200	0.500	0.000882489	19300
90	500	0.001	-0.000025181	43144
90	500	0.010	0.000002855	43144
90	500	0.100	-0.000009976	43144
90	500	0.500	-0.000154933	43144
90	1000	0.001	-0.000025181	92524
90	1000	0.010	-0.000000501	92524
90	1000	0.100	0.000035698	92524
90	1000	0.500	-0.000007537	92524
91	2	0.001	-0.000105608	376
91	2	0.010	0.003434421	376
91	2	0.100	-0.004365879	376
91	2	0.500	-0.021722515	376
91	5	0.001	-0.000033130	676
91	5	0.010	-0.000419662	676
91	5	0.100	-0.004025866	676
91	5	0.500	-0.029360052	676
91	10	0.001	0.000033868	1240
91	10	0.010	0.000424992	1240
91	10	0.100	0.009596531	1240
91	10	0.500	-0.018568042	1240
91	20	0.001	0.000018025	2152
91	20	0.010	-0.000120261	2152
91	20	0.100	0.000091317	2152
91	20	0.500	0.003245724	2152
91	50	0.001	-0.000007940	5404
91	50	0.010	0.000167399	5404
91	50	0.100	-0.000384910	5404
91	50	0.500	0.003443491	5404
91	100	0.001	-0.000008902	10360
91	100	0.010	0.000026763	10360
91	100	0.100	-0.000329891	10360
91	100	0.500	-0.000787871	10360
91	200	0.001	-0.000007921	19324
91	200	0.010	0.000019132	19324
91	200	0.100	-0.000049979	19324
91	200	0.500	-0.000106630	19324
91	500	0.001	-0.000007921	42268
91	500	0.010	-0.000085731	42268
91	500	0.100	-0.000016508	42268
91	500	0.500	-0.000088514	42268
91	1000	0.001	-0.000007921	92200
91	1000	0.010	0.000002442	92200
91	1000	0.100	-0.000025594	92200
91	1000	0.500	0.000008653	92200
92	2	0.001	0.001347736	412
92	2	0.010	0.003105437	412
92	2	0.100	0.070576944	412
92	2	0.500	-0.022190133	412
92	5	0.001	-0.000119273	748
92	5	0.010	-0.000458648	748
92	5	0.100	-0.000262565	748
92	5	0.500	0.000635010	748
92	10	0.001	-0.000065203	1312
92	10	0.010	-0.000126233	1312
92	10	0.100	-0.000951527	1312
92	10	0.500	0.006636031	1312
92	20	0.001	-0.000008386	2248
92	20	0.010	-0.000454398	2248
92	20	0.100	0.005492897	2248
92	20	0.500	0.012302703	2248
92	50	0.001	-0.000013575	5440
92	50	0.010	-0.000062104	5440
92	50	0.100	0.000278001	5440
92	50	0.500	0.004000455	5440
92	100	0.001	0.000002986	10456
92	100	0.010	-0.000061034	10456
92	100	0.100	0.000228140	10456
92	100	0.500	0.000165775	10456
92	200	0.001	0.000001479	19396
92	200	0.010	0.000052147	19396
92	200	0.100	-0.000024902	19396
92	200	0.500	-0.000352922	19396
92	500	0.001	0.000001479	43084
92	500	0.010	-0.000008538	43084
92	500	0.100	-0.000022510	43084
92	500	0.500	0.000068463	43084
92	1000	0.001	0.000001479	92176
92	1000	0.010	0.000001761	92176
92	1000	0.100	0.000065457	92176
92	1000	0.500	-0.000011820	92176
93	2	0.001	-0.000180444	364
93	2	0.010	-0.000661546	364
93	2	0.100	-0.006380162	364
93	2	0.500	-0.018409356	364
93	5	0.001	-0.000018336	688
93	5	0.010	-0.000283193	688
93	5	0.100	0.006995808	688
93	5	0.500	0.033708629	688
93	10	0.001	-0.000073995	1408
93	10	0.010	-0.000077985	1408
93	10	0.100	0.000199670	1408
93	10	0.500	0.020252360	1408
93	20	0.001	-0.000010789	2464
93	20	0.010	-0.000046080	2464
93	20	0.100	0.000139220	2464
93	20	0.500	-0.017520805	2464
93	50	0.001	-0.000015803	5284
93	50	0.010	-0.000092265	5284
93	50	0.100	-0.001197584	5284
93	50	0.500	-0.000471075	5284
93	100	0.001	-0.000004682	10168
93	100	0.010	-0.000110098	10168
93	100	0.100	0.000194319	10168
93	100	0.500	-0.000841393	10168
93	200	0.001	0.000002934	19204
93	200	0.010	-0.000057797	19204
93	200	0.100	-0.000026167	19204
93	200	0.500	0.000339096	19204
93	500	0.001	0.000002934	43120
93	500	0.010	-0.000014418	43120
93	500	0.100	-0.000055694	43120
93	500	0.500	0.000026369	43120
93	1000	0.001	0.000002934	92068
93	1000	0.010	-0.000018601	92068
93	1000	0.100	0.000047009	92068
93	1000	0.500	-0.000042481	92068
94	2	0.001	0.000272696	376
94	2	0.010	-0.000500194	376
94	2	0.100	0.059705938	376
94	2	0.500	-0.023939860	376
94	5	0.001	0.000161294	760
94	5	0.010	0.000135621	760
94	5	0.100	-0.002697615	760
94	5	0.500	-0.000860073	760
94	10	0.001	0.000004086	1276
94	10	0.010	-0.000028873	1276
94	10	0.100	0.010164852	1276
94	10	0.500	0.001552885	1276
94	20	0.001	-0.000006426	2392
94	20	0.010	0.000140631	2392
94	20	0.100	-0.001309845	2392
94	20	0.500	-0.001149056	2392
94	50	0.001	0.000028675	5524
94	50	0.010	0.000124114	5524
94	50	0.100	-0.000098960	5524
94	50	0.500	0.006225637	5524
94	100	0.001	0.000000568	10624
94	100	0.010	-0.000001447	10624
94	100	0.100	-0.000067031	10624
94	100	0.500	-0.002572119	10624
94	200	0.001	0.000002062	19036
94	200	0.010	0.000003097	19036
94	200	0.100	-0.000181387	19036
94	200	0.500	-0.000169940	19036
94	500	0.001	0.000002062	43276
94	500	0.010	0.000001681	43276
94	500	0.100	-0.000166679	43276
94	500	0.500	-0.000160131	43276
94	1000	0.001	0.000002062	92464
94	1000	0.010	-0.000016145	92464
94	1000	0.100	-0.000009492	92464
94	1000	0.500	0.000012853	92464
95	2	0.001	0.000478042	316
95	2	0.010	0.004192216	316
95	2	0.100	0.000480195	316
95	2	0.500	-0.007006945	316
95	5	0.001	-0.000027223	712
95	5	0.010	0.000389073	712
95	5	0.100	0.012011884	712
95	5	0.500	-0.004767578	712
95	10	0.001	-0.000008236	1180
95	10	0.010	-0.001023179	1180
95	10	0.100	-0.001419615	1180
95	10	0.500	-0.027112042	1180
95	20	0.001	-0.000008330	2500
95	20	0.010	0.000519369	2500
95	20	0.100	-0.000368578	2500
95	20	0.500	-0.007021930	2500
95	50	0.001	0.000013464	5320
95	50	0.010	-0.000077442	5320
95	50	0.100	-0.000091549	5320
95	50	0.500	0.003616986	5320
95	100	0.001	-0.000015137	10612
95	100	0.010	0.000016456	10612
95	100	0.100	-0.001108667	10612
95	100	0.500	-0.000702829	10612
95	200	0.001	-0.000004926	19072
95	200	0.010	-0.000053616	19072
95	200	0.100	-0.000256871	19072
95	200	0.500	-0.000092646	19072
95	500	0.001	-0.000004926	42640
95	500	0.010	-0.000012050	42640
95	500	0.100	0.000127309	42640
95	500	0.500	0.000111151	42640
95	1000	0.001	-0.000004926	92044
95	1000	0.010	-0.000007858	92044
95	1000	0.100	-0.000007238	92044
95	1000	0.500	-0.000004007	92044
96	2	0.001	-0.000015023	352
96	2	0.010	0.005028864	352
96	2	0.100	0.041971289	352
96	2	0.500	0.062653527	352
96	5	0.001	0.000255340	676
96	5	0.010	0.000010375	676
96	5	0.100	0.015446106	676
96	5	0.500	-0.009447079	676
96	10	0.001	-0.000002305	1240
96	10	0.010	-0.000005597	1240
96	10	0.100	-0.000547490	1240
96	10	0.500	-0.013444387	1240
96	20	0.001	0.000000849	2248
96	20	0.010	0.000092649	2248
96	20	0.100	0.005928939	2248
96	20	0.500	0.000411836	2248
96	50	0.001	0.000006350	5392
96	50	0.010	0.000300528	5392
96	50	0.100	0.002400194	5392
96	50	0.500	0.000159757	5392
96	100	0.001	-0.000004880	10648
96	100	0.010	-0.000024498	10648
96	100	0.100	0.000536771	10648
96	100	0.500	0.000023586	10648
96	200	0.001	0.000001790	18928
96	200	0.010	-0.000026713	18928
96	200	0.100	-0.000005590	18928
96	200	0.500	0.000030059	18928
96	500	0.001	0.000001790	42880
96	500	0.010	-0.000030385	42880
96	500	0.100	0.000002724	42880
96	500	0.500	-0.000216186	42880
96	1000	0.001	0.000001790	92128
96	1000	0.010	-0.000019023	92128
96	1000	0.100	0.000003103	92128
96	1000	0.500	-0.000028175	92128
97	2	0.001	0.000008829	364
97	2	0.010	-0.000173273	364
97	2	0.100	-0.003500387	364
97	2	0.500	-0.014471171	364
97	5	0.001	0.000343562	736
97	5	0.010	0.000281000	736
97	5	0.100	-0.005950336	736
97	5	0.500	0.052533902	736
97	10	0.001	0.000005593	1180
97	10	0.010	-0.000030436	1180
97	10	0.100	0.002043353	1180
97	10	0.500	0.004115999	1180
97	20	0.001	0.000001568	2284
97	20	0.010	-0.000097705	2284
97	20	0.100	-0.001671520	2284
97	20	0.500	-0.000109656	2284
97	50	0.001	-0.000005334	5464
97	50	0.010	-0.000219018	5464
97	50	0.100	0.000400339	5464
97	50	0.500	0.004213119	5464
97	100	0.001	0.000010319	10312
97	100	0.010	0.000103874	10312
97	100	0.100	0.000375465	10312
97	100	0.500	0.000000356	10312
97	200	0.001	-0.000004182	18940
97	200	0.010	0.000015645	18940
97	200	0.100	-0.000490013	18940
97	200	0.500	-0.000518401	18940
97	500	0.001	-0.000004182	43408
97	500	0.010	0.000001195	43408
97	500	0.100	0.000008978	43408
97	500	0.500	-0.000284722	43408
97	1000	0.001	-0.000004182	92320
97	1000	0.010	-0.000000839	92320
97	1000	0.100	0.000035848	92320
97	1000	0.500	0.000008670	92320
98	2	0.001	-0.000152911	340
98	2	0.010	0.011082936	340
98	2	0.100	-0.001033074	340
98	2	0.500	0.121672201	340
98	5	0.001	-0.000055155	712
98	5	0.010	0.002671727	712
98	5	0.100	0.001821666	712
98	5	0.500	-0.006981903	712
98	10	0.001	-0.000015328	1276
98	10	0.010	-0.000504282	1276
98	10	0.100	-0.007110061	1276
98	10	0.500	0.013351190	1276
98	20	0.001	-0.000016960	2332
98	20	0.010	0.000231282	2332
98	20	0.100	-0.000121194	2332
98	20	0.500	-0.005068247	2332
98	50	0.001	-0.000017933	5572
98	50	0.010	-0.000111406	5572
98	50	0.100	-0.001739805	5572
98	50	0.500	-0.000248994	5572
98	100	0.001	-0.000016777	10408
98	100	0.010	-0.000065375	10408
98	100	0.100	0.000371631	10408
98	100	0.500	-0.002532653	10408
98	200	0.001	-0.000021774	19624
98	200	0.010	-0.000032068	19624
98	200	0.100	-0.000336055	19624
98	200	0.500	-0.000091793	19624
98	500	0.001	-0.000021774	43096
98	500	0.010	-0.000031328	43096
98	500	0.100	0.000012392	43096
98	500	0.500	-0.000125949	43096
98	1000	0.001	-0.000021774	92524
98	1000	0.010	-0.000053836	92524
98	1000	0.100	0.000042101	92524
98	1000	0.500	-0.000018342	92524
99	2	0.001	0.000004595	364
99	2	0.010	-0.001546842	364
99	2	0.100	-0.003422765	364
99	2	0.500	-0.069649057	364
99	5	0.001	0.000269180	748
99	5	0.010	-0.000010846	748
99	5	0.100	-0.004020628	748
99	5	0.500	0.000356302	748
99	10	0.001	0.000016822	1288
99	10	0.010	-0.000049179	1288
99	10	0.100	-0.000212854	1288
99	10	0.500	-0.005414887	1288
99	20	0.001	-0.000005398	2260
99	20	0.010	-0.000006802	2260
99	20	0.100	0.005540434	2260
99	20	0.500	-0.007595978	2260
99	50	0.001	-0.000010486	5524
99	50	0.010	-0.000097409	5524
99	50	0.100	-0.000350757	5524
99	50	0.500	0.001031707	5524
99	100	0.001	-0.000017354	10408
99	100	0.010	0.000079580	10408
99	100	0.100	-0.001174742	10408
99	100	0.500	0.000172320	10408
99	200	0.001	-0.000013735	19012
99	200	0.010	-0.000003898	19012
99	200	0.100	-0.000260866	19012
99	200	0.500	-0.000164119	19012
99	500	0.001	-0.000013735	43264
99	500	0.010	-0.000010463	43264
99	500	0.100	-0.000020686	43264
99	500	0.500	0.000145244	43264
99	1000	0.001	-0.000013735	92212
99	1000	0.010	-0.000007634	92212
99	1000	0.100	-0.000014540	92212
99	1000	0.500	0.000019494	92212
