i	delta
15854	-0.183845
15855	0.221704
15856	0.078083
15857	0.126133
15858	0.129376
15859	0.053719
15860	0.257778
15861	0.208353
15862	-0.303727
15863	-0.245236
15864	-0.124254
15865	0.030858
15866	0.066645
15867	0.160023
15868	-0.015657
15869	0.060734
15870	0.116650
15871	0.121819
15872	-0.200238
15873	0.031939
15874	-0.073138
15875	-0.115862
15876	-0.198105
15877	0.136125
15878	0.243379
15879	-0.176166
15880	-0.085516
15881	0.024060
15882	0.078289
15883	0.152993
15884	0.179451
15885	-0.208949
15886	-0.075018
15887	0.219730
15888	0.242551
15889	0.246046
15890	0.018542
15891	0.060607
15892	-0.203322
15893	-0.233341
15894	-0.008951
15895	0.105375
15896	-0.218052
15897	-0.116586
15898	-0.116304
15899	0.013424
15900	0.084521
15901	0.175797
15902	-0.109257
15903	-0.109094
15904	0.176631
15905	-0.183512
15906	0.034372
15907	-0.201508
15908	-0.162127
15909	-0.011305
15910	0.234912
15911	-0.118378
15912	0.119567
15913	0.083169
15914	-0.159474
15915	-0.101571
15916	-0.146601
15917	-0.103270
15918	-0.136260
15919	0.061944
15920	-0.158724
15921	0.100967
15922	-0.180315
15923	0.154958
15924	-0.216583
15925	0.034782
15926	-0.037664
15927	0.057332
15928	-0.117336
15929	-0.083750
15930	0.160634
15931	0.119495
15932	-0.037567
15933	0.188279
15934	0.056230
15935	0.054445
15936	-0.064807
15937	0.093436
15938	-0.066497
15939	0.102391
15940	-0.020370
15941	0.093200
15942	-0.008477
15943	0.117874
15944	-0.173912
15945	-0.068857
15946	0.152973
15947	-0.064754
15948	-0.209779
15949	0.193838
15950	0.066079
15951	0.067584
15952	-0.017418
15953	-0.000609
15954	-0.151566
15955	-0.019345
15956	0.103923
15957	0.064718
15958	-0.060836
15959	0.207287
15960	-0.204195
15961	-0.079408
15962	0.066350
15963	0.239397
15964	-0.219283
15965	0.039454
15966	0.154025
15967	-0.004731
15968	-0.109744
15969	-0.402382
15970	-0.583033
15971	-0.045253
15972	-0.156285
15973	-0.163560
15974	-0.235754
15975	0.149507
15976	0.084428
15977	0.097122
15978	0.234286
15979	0.252143
15980	0.249168
15981	0.086586
15982	-0.177074
15983	0.070827
15984	-0.121557
15985	-0.212540
15986	-0.003205
15987	-0.043433
15988	0.137144
15989	0.033804
15990	-0.016527
15991	0.066398
15992	0.204908
15993	-0.101442
15994	0.108537
15995	-0.080951
15996	0.008012
15997	-0.073166
15998	0.276941
15999	0.067266
16000	-0.002060
16001	-0.169956
16002	0.047058
16003	0.127695
16004	-0.191610
16005	-0.138122
16006	-0.229537
16007	-0.231402
16008	0.268053
16009	0.236866
16010	0.173159
16011	-0.071141
16012	0.066475
16013	0.036036
16014	-0.116921
16015	-0.200382
16016	-0.230635
16017	0.097616
16018	-0.051365
16019	-0.034714
16020	-0.002813
16021	0.216734
16022	0.121537
16023	-0.176528
16024	0.133645
16025	0.049657
16026	0.055252
16027	-0.116020
16028	-0.041706
16029	0.175938
16030	-0.072036
16031	-0.020642
16032	0.224107
16033	-0.025730
16034	-0.001947
16035	0.096668
16036	0.119580
16037	0.351753
16038	0.024761
16039	-0.052013
16040	0.097698
16041	0.114531
16042	0.156997
16043	0.144688
16044	-0.203377
16045	-0.193107
16046	-0.232887
16047	0.027138
16048	0.183769
16049	-0.023460
16050	0.199952
16051	-0.239429
16052	-0.077418
16053	0.201038
16054	-0.231240
16055	0.165724
16056	-0.011627
16057	0.161482
16058	0.210195
16059	-0.221314
16060	-0.169082
16061	-0.043616
16062	0.141372
16063	-0.046994
16064	-0.084673
16065	0.184699
16066	0.004534
16067	0.058991
16068	0.026743
16069	-0.055804
16070	-0.051505
16071	-0.189143
16072	0.240752
16073	0.207964
16074	0.056043
16075	-0.183952
16076	-0.214192
16077	-0.252904
16078	-0.221806
16079	-0.257045
16080	-0.235469
16081	-0.200589
16082	-0.222866
16083	-0.269152
16084	-0.097187
16085	0.208162
16086	0.217484
16087	-0.092925
16088	0.048671
16089	0.177146
16090	0.074520
16091	0.215067
16092	0.157599
16093	0.130108
16094	0.211278
16095	0.277100
16096	0.148708
16097	-0.081280
16098	0.155105
16099	-0.105713
16100	0.191902
16101	0.089678
16102	-0.021589
16103	-0.096222
16104	0.102364
16105	0.017620
16106	0.151931
16107	-0.037729
16108	-0.164745
16109	0.092226
16110	-0.029243
16111	-0.001159
16112	0.103392
16113	-0.133942
16114	-0.114963
16115	-0.195778
16116	-0.075743
16117	-0.147063
16118	-0.228029
16119	-0.082501
16120	0.162829
16121	-0.153021
16122	-0.115311
16123	0.240103
16124	-0.045909
16125	0.110894
16126	0.250279
16127	-0.237232
16128	0.188978
16129	0.206807
16130	0.249000
16131	-0.119335
16132	-0.223319
16133	0.180467
16134	0.003586
16135	-0.178665
16136	0.031700
16137	0.106611
16138	-0.154181
16139	0.205292
16140	0.231822
16141	0.248852
16142	-0.242032
16143	-0.108151
16144	0.095154
16145	0.144200
16146	-0.181773
16147	-0.072797
16148	-0.081811
16149	-0.232571
16150	0.102873
16151	-0.249735
16152	-0.254230
16153	0.126070
16154	-0.114297
16155	-0.096023
16156	-0.165074
16157	0.091975
16158	-0.156007
16159	0.055120
16160	0.072539
16161	-0.197385
16162	-0.185898
16163	0.160435
16164	0.051437
16165	-0.127207
16166	0.056512
16167	-0.004151
16168	0.192045
16169	0.043812
16170	0.246781
16171	0.011856
16172	-0.161500
16173	0.118378
16174	0.233617
16175	-0.047634
16176	-0.080353
16177	-0.047091
16178	-0.200261
16179	0.190350
16180	0.184329
16181	0.058289
16182	-0.025305
16183	0.115374
16184	-0.079155
16185	0.068430
16186	-0.195966
16187	0.043171
16188	0.030529
16189	-0.023929
16190	0.051988
16191	0.061826
16192	0.019530
16193	-0.024762
16194	-0.128723
16195	-0.205518
16196	-0.145313
16197	0.185287
16198	-0.102345
16199	0.026846
16200	0.189080
16201	-0.113716
16202	0.191723
16203	0.136528
16204	-0.055755
16205	0.045940
16206	-0.159339
16207	-0.227278
16208	-0.175673
16209	-0.204177
16210	-0.256677
16211	0.052162
16212	-0.201539
16213	0.024721
16214	-0.016959
16215	0.028948
16216	0.105353
16217	0.153354
16218	-0.130936
16219	0.140078
16220	0.162573
16221	0.050461
16222	-0.015954
16223	0.129882
16224	0.147970
16225	0.211184
16226	0.026824
16227	0.205479
16228	-0.152083
16229	-0.106402
16230	-0.104670
16231	-0.073168
16232	-0.094858
16233	0.111718
16234	0.136808
16235	0.142727
16236	-0.119162
16237	-0.206238
16238	-0.035508
16239	-0.075740
16240	-0.113205
16241	-0.148301
16242	-0.004552
16243	0.224612
16244	-0.214403
16245	-0.192580
16246	0.055217
16247	-0.228627
16248	-0.179210
16249	0.055993
16250	-0.077054
16251	0.030033
16252	0.023524
16253	-0.149860
16254	0.208275
16255	0.074566
16256	-0.180103
16257	0.155241
16258	-0.143387
16259	-0.132000
16260	0.206099
16261	0.156944
16262	0.112478
16263	-0.015553
16264	0.121545
16265	-0.232353
16266	0.002658
16267	0.048100
16268	0.176489
16269	0.149959
16270	-0.281391
16271	-0.120393
16272	0.010090
16273	-0.072150
16274	-0.073298
16275	-0.037572
16276	0.075760
16277	-0.057068
16278	0.136965
16279	-0.028122
16280	0.029163
16281	0.055326
16282	0.178713
16283	-0.210502
16284	-0.040626
16285	-0.212112
16286	0.190425
16287	-0.167730
16288	-0.124107
16289	-0.123780
16290	0.149078
16291	0.228645
16292	-0.163639
16293	0.125737
16294	0.249980
16295	-0.156050
16296	-0.130192
16297	-0.173970
16298	-0.051841
16299	0.114413
16300	0.000782
16301	0.093197
16302	0.204948
16303	0.139764
16304	-0.196537
16305	0.255229
16306	0.253580
16307	-0.025250
16308	0.113371
16309	-0.083743
16310	-0.161100
16311	0.208778
16312	0.020738
16313	-0.089810
16314	0.136993
16315	-0.148396
16316	-0.214261
16317	0.169774
16318	0.128731
16319	0.184979
16320	0.084450
16321	0.051201
16322	0.138745
16323	-0.119040
16324	-0.020949
16325	0.113044
16326	0.167684
16327	-0.176441
16328	0.149804
16329	-0.004913
16330	-0.011210
16331	0.010870
16332	-0.157405
16333	-0.186622
16334	0.265562
16335	-0.202639
16336	0.094728
16337	0.104789
16338	-0.263469
16339	-0.083652
16340	-0.122095
16341	-0.060720
16342	0.208567
16343	0.350409
16344	0.029068
16345	0.225879
16346	-0.175691
16347	0.110367
16348	0.091899
16349	-0.028314
16350	0.047988
16351	-0.205518
16352	-0.185337
16353	0.001338
16354	0.386002
16355	0.003558
16356	-0.073876
16357	-0.026201
16358	0.200316
16359	0.353256
16360	0.390965
16361	0.401499
16362	-0.196542
16363	0.201504
16364	-0.077614
16365	-0.214045
16366	0.306317
16367	0.174409
16368	-0.153958
16369	0.361952
16370	-0.164911
16371	-0.032759
16372	0.097638
16373	-0.122486
16374	-0.010160
16375	0.182340
16376	-0.182800
16377	0.096051
16378	-0.005007
16379	-0.066741
16380	-0.191250
16381	-0.027234
16382	-0.098224
16383	-0.009099
16384	-0.042614
16385	-0.265651
16386	-0.165773
16387	-0.196374
16388	0.210306
16389	-0.116861
16390	-0.135856
16391	-0.123765
16392	-0.269065
16393	-0.184368
16394	-0.061151
16395	0.130299
16396	-0.098670
16397	0.017498
16398	-0.269592
16399	0.050102
16400	-0.238453
16401	0.052260
16402	-0.047291
16403	0.097793
16404	-0.092404
16405	-0.243820
16406	-0.193165
16407	0.152033
16408	0.071648
16409	0.008970
16410	-0.181832
16411	-0.047195
16412	0.146345
16413	0.165546
16414	-0.008988
16415	0.122072
16416	0.150528
16417	0.084581
16418	0.096514
16419	0.158163
16420	-0.187890
16421	-0.085666
16422	-0.135665
16423	0.217113
16424	-0.018694
16425	0.220768
16426	0.205721
16427	0.034576
16428	-0.132421
16429	-0.798458
16430	0.068184
16431	-0.117446
16432	0.036788
16433	0.400630
16434	-0.077858
16435	-0.533718
16436	0.175115
16437	0.086408
16438	0.243491
16439	-0.401849
16440	0.220715
16441	0.222547
16442	-0.464849
16443	0.157166
16444	0.224140
16445	0.007943
16446	0.177827
16447	-0.175996
16448	-0.014767
16449	-0.389486
16450	-0.319828
16451	-0.166109
16452	-0.070521
16453	-0.187061
16454	0.213286
16455	0.245611
16456	-0.002912
16457	-0.113750
16458	0.041713
16459	-0.102590
16460	0.068955
16461	0.203863
16462	-0.000539
16463	0.098098
16464	-0.215874
16465	0.201128
16466	0.123909
16467	0.163820
16468	0.080674
16469	0.228297
16470	0.076109
16471	0.022245
16472	-0.016085
16473	-0.155191
16474	-0.004888
16475	0.021902
16476	0.126722
16477	-0.055933
16478	-0.023007
16479	-0.004423
16480	0.065986
16481	-0.193825
16482	0.182772
16483	0.144570
16484	-0.142668
16485	0.102977
16486	-0.105736
16487	0.111761
16488	-0.198573
16489	-0.026652
16490	0.001947
16491	-0.041103
16492	0.110542
16493	-0.024180
16494	-0.160843
16495	0.167273
16496	0.232021
16497	0.160532
16498	-0.108625
16499	0.065111
16500	0.181152
16501	0.135149
16502	0.048534
16503	-0.184789
16504	-0.083981
16505	-0.100263
16506	-0.070794
16507	-0.081335
16508	0.234529
16509	0.284985
16510	-0.160590
16511	-0.190455
16512	0.111570
16513	-0.079552
16514	-0.129411
16515	0.009433
16516	0.121761
16517	0.056678
16518	-0.095750
16519	-0.181562
16520	-0.194148
16521	-0.120960
16522	0.104762
16523	-0.186940
16524	-0.363458
16525	-0.269698
16526	-0.191734
16527	0.028937
16528	-0.042201
16529	0.027431
16530	0.160578
16531	-0.158150
16532	0.181633
16533	-0.012252
16534	-0.127422
16535	-0.014602
16536	-0.211625
16537	-0.119868
16538	-0.043287
16539	0.157702
16540	0.069285
16541	0.238945
16542	-0.111195
16543	-0.240145
16544	0.059409
16545	0.086274
16546	-0.096946
16547	0.105453
16548	0.129977
16549	-0.184039
16550	0.258086
16551	-0.004317
16552	0.057335
16553	0.058909
16554	0.175545
16555	-0.153863
16556	0.118299
16557	-0.214148
16558	-0.075078
16559	0.149463
16560	0.256620
16561	-0.143222
16562	-0.132391
16563	0.034817
16564	0.008723
16565	0.016679
16566	0.200954
16567	0.040050
16568	0.018305
16569	-0.180264
16570	0.222624
16571	0.129750
16572	-0.153536
16573	0.172632
16574	0.130078
16575	-0.187140
16576	-0.002402
16577	-0.137889
16578	0.259282
16579	-0.151354
16580	0.166518
16581	0.150253
16582	-0.172782
16583	-0.119293
16584	0.043312
16585	0.075347
16586	0.137101
16587	0.208969
16588	-0.110946
16589	-0.230757
16590	-0.127616
16591	0.176714
16592	0.208152
16593	0.390608
16594	0.311173
16595	-0.136819
16596	0.081017
16597	0.135627
16598	-0.204388
16599	0.036841
16600	-0.037290
16601	0.037150
16602	-0.058256
16603	-0.234934
16604	0.026733
16605	-0.236772
16606	0.228345
16607	-0.138098
16608	-0.055291
16609	0.137320
16610	0.085974
16611	0.206606
16612	-0.116222
16613	-0.209263
16614	0.208846
16615	-0.148669
16616	0.191430
16617	-0.175373
16618	-0.000584
16619	0.207989
16620	-0.113948
16621	0.211704
16622	0.090292
16623	0.179669
16624	-0.015095
16625	0.177099
16626	-0.184233
16627	-0.056542
16628	-0.031645
16629	0.022977
16630	0.007275
16631	-0.066599
16632	-0.013731
16633	-0.199632
16634	-0.084314
16635	0.006735
16636	-0.277591
16637	-0.071485
16638	0.190101
16639	0.093197
16640	0.184761
16641	0.051449
16642	-0.155985
16643	-0.234771
16644	-0.197029
16645	-0.054070
16646	-0.196822
16647	-0.205018
16648	-0.129846
16649	-0.236579
16650	0.142386
16651	0.022894
16652	0.123236
16653	-0.220851
16654	0.035638
16655	0.040021
16656	0.140380
16657	0.071217
16658	0.003869
16659	-0.111569
16660	0.023151
16661	0.160463
16662	-0.121371
16663	0.167161
16664	-0.029697
16665	0.111746
16666	-0.082302
16667	0.243517
16668	-0.101123
16669	-0.035122
16670	0.238851
16671	-0.072800
16672	0.173977
16673	-0.014643
16674	-0.200150
16675	0.000562
16676	-0.068288
16677	-0.020426
16678	0.236827
16679	0.079895
16680	-0.019698
16681	0.089074
16682	0.166982
16683	0.124627
16684	-0.210727
16685	-0.023893
16686	0.010222
16687	-0.024701
16688	-0.187648
16689	-0.081821
16690	0.143285
16691	0.053431
16692	-0.117679
16693	-0.091605
16694	-0.140484
16695	-0.088433
16696	-0.099224
16697	-0.219388
16698	0.241979
16699	0.203370
16700	0.126997
16701	-0.066333
16702	-0.016010
16703	-0.122117
16704	0.241152
16705	0.014090
16706	-0.069850
16707	-0.165926
16708	-0.143638
16709	-0.121092
16710	0.206947
16711	0.095260
16712	-0.091935
16713	0.082536
16714	-0.203719
16715	-0.132362
16716	-0.140108
16717	-0.090283
16718	0.051393
16719	0.174675
16720	0.119537
16721	-0.141535
16722	0.164077
16723	-0.182885
16724	0.055976
16725	0.167503
16726	0.154984
16727	-0.183450
16728	-0.023346
16729	-0.139578
16730	-0.228082
16731	0.194825
16732	-0.033641
16733	-0.066522
16734	-0.096923
16735	0.128628
16736	0.028245
16737	0.011695
16738	-0.217093
16739	0.068134
16740	0.036332
16741	-0.015601
16742	-0.412474
16743	-0.072496
16744	0.104020
16745	-0.108063
16746	-0.082363
16747	0.011532
16748	-0.164185
16749	-0.159027
16750	-0.181787
16751	0.170524
16752	-0.029817
16753	0.095933
16754	-0.020305
16755	0.219227
16756	0.073888
16757	0.137131
16758	0.204342
16759	-0.221830
16760	0.111063
16761	-0.213609
16762	-0.079036
16763	-0.098461
16764	-0.065572
16765	-0.148290
16766	0.039412
16767	-0.026103
16768	-0.013179
16769	-0.206600
16770	0.181661
16771	0.181967
16772	0.195211
16773	0.209042
16774	-0.138632
16775	-0.304553
16776	0.012104
16777	-0.031159
16778	0.088872
16779	0.156188
16780	0.155659
16781	0.110979
16782	0.028115
16783	0.171120
16784	-0.007570
16785	0.120920
16786	-0.055819
16787	-0.093325
16788	0.069796
16789	0.029084
16790	-0.063346
16791	-0.072463
16792	0.137570
16793	0.025891
16794	0.068802
16795	0.018037
16796	-0.229599
16797	0.001233
16798	0.162381
16799	-0.204115
16800	0.163790
16801	-0.200637
16802	0.018173
16803	-0.133073
16804	0.053140
16805	-0.091343
16806	0.229471
16807	0.095982
16808	0.155786
16809	-0.123491
16810	-0.146522
16811	-0.030277
16812	0.039079
16813	0.016134
16814	-0.136508
16815	0.053126
16816	-0.069842
16817	-0.041826
16818	-0.264352
16819	0.178884
16820	-0.197854
16821	0.169197
16822	0.121894
16823	0.030371
16824	0.046716
16825	0.255980
16826	0.058190
16827	0.142625
16828	-0.051008
16829	0.008293
16830	-0.136198
16831	-0.128107
16832	-0.073045
16833	-0.018049
16834	-0.168145
16835	-0.099987
16836	-0.137781
16837	-0.217823
16838	-0.016647
16839	-0.079695
16840	0.021585
16841	0.206314
16842	0.047665
16843	-0.009974
16844	-0.200732
16845	0.005128
16846	-0.091898
16847	0.171182
16848	0.041384
16849	0.109829
16850	-0.176796
16851	-0.035697
16852	0.002281
16853	-0.022122
16854	-0.040251
16855	0.064173
16856	0.106273
16857	0.262100
16858	0.148792
16859	0.096962
16860	-0.061164
16861	0.189611
16862	-0.009513
16863	0.091157
16864	0.264049
16865	-0.195264
16866	-0.182699
16867	-0.200593
16868	-0.300397
16869	-0.077231
16870	-0.161391
16871	0.029110
16872	-0.010303
16873	0.102309
16874	0.021008
16875	0.190213
16876	0.252913
16877	0.109564
16878	-0.092448
16879	0.269357
16880	-0.101067
16881	-0.120936
16882	0.194122
16883	0.088721
16884	-0.167914
16885	0.230783
16886	-0.103205
16887	0.109869
16888	-0.132928
16889	0.024413
16890	-0.013066
16891	-0.130610
16892	-0.172644
16893	0.035065
16894	-0.034450
16895	0.151416
16896	-0.100741
16897	0.112684
16898	-0.162642
16899	-0.089688
16900	0.251838
16901	0.205505
16902	-0.174880
16903	-0.121985
16904	0.045331
16905	0.118684
16906	0.146305
16907	0.254520
16908	-0.013298
16909	0.112138
16910	0.121734
16911	-0.119261
16912	-0.211565
16913	-0.004441
16914	0.010702
16915	-0.105790
16916	0.049123
16917	-0.225208
16918	0.004078
16919	-0.022135
16920	0.027656
16921	0.021935
16922	-0.184045
16923	0.016118
16924	0.131437
16925	0.205617
16926	-0.230959
16927	-0.145520
16928	0.073022
16929	0.117721
16930	-0.058088
16931	-0.161681
16932	-0.232643
16933	0.040931
16934	0.122999
16935	-0.224761
16936	0.089900
16937	0.116300
16938	-0.156380
16939	-0.182781
16940	0.070684
16941	0.132561
16942	0.155653
16943	-0.145959
16944	0.093669
16945	0.212551
16946	0.055547
16947	-0.073963
16948	-0.099104
16949	-0.065519
16950	0.041611
16951	0.215176
16952	0.208475
16953	-0.087377
16954	0.173295
16955	-0.000072
16956	0.082503
16957	0.043793
16958	0.147797
16959	-0.126147
16960	0.042861
16961	0.107235
16962	0.108372
16963	0.051275
16964	-0.145623
16965	0.116239
16966	-0.184766
16967	-0.077802
16968	0.123664
16969	0.145900
16970	0.087102
16971	-0.218468
16972	-0.208537
16973	-0.120616
16974	0.035719
16975	-0.140577
16976	0.114298
16977	-0.203185
16978	-0.162465
16979	0.055540
16980	-0.248270
16981	0.075678
16982	0.022833
16983	-0.054930
16984	-0.056082
16985	0.089269
16986	0.114517
16987	-0.208688
16988	-0.017163
16989	0.059263
16990	-0.166719
16991	0.140939
16992	-0.009842
16993	0.148788
16994	0.017577
16995	0.057647
16996	0.106036
16997	-0.117823
16998	0.011726
16999	0.017822
17000	-0.278824
17001	0.093590
17002	-0.262408
17003	-0.044702
17004	-0.099716
17005	-0.002797
17006	-0.090470
17007	0.134026
17008	0.038928
17009	0.149037
17010	-0.028001
17011	0.156295
17012	0.018911
17013	-0.008470
17014	-0.129059
17015	-0.021993
17016	0.053945
17017	0.044698
17018	-0.029545
17019	0.015410
17020	0.063914
17021	0.053629
17022	0.080928
17023	-0.061124
17024	0.178049
17025	-0.129380
17026	-0.153900
17027	-0.052538
17028	0.108593
17029	-0.173898
17030	-0.110611
17031	0.033966
17032	0.034361
17033	0.228574
17034	0.076647
17035	-0.116959
17036	0.029761
17037	-0.092264
17038	0.212587
17039	-0.029156
17040	0.012497
17041	-0.135203
17042	0.015677
17043	-0.002838
17044	-0.191008
17045	0.278750
17046	-0.199880
17047	-0.314049
17048	-0.223733
17049	-0.226301
17050	-0.076939
17051	-0.118408
17052	0.057043
17053	-0.253841
17054	-0.071598
17055	-0.049952
17056	-0.188961
17057	-0.277972
17058	0.208964
17059	-0.238704
17060	-0.057431
17061	0.031771
17062	-0.035553
17063	-0.066661
17064	-0.067242
17065	-0.039322
17066	-0.012331
17067	-0.081085
17068	-0.000030
17069	0.215133
17070	-0.099798
17071	-0.098694
17072	0.146078
17073	-0.145656
17074	0.246647
17075	-0.133264
17076	0.156787
17077	0.028225
17078	0.237350
17079	-0.089362
17080	-0.094716
17081	0.116030
17082	-0.142773
17083	-0.138976
17084	0.203144
17085	-0.115797
17086	-0.060905
17087	0.107542
17088	0.284080
17089	-0.005250
17090	0.178095
17091	0.137461
17092	-0.003719
17093	0.097349
17094	0.071626
17095	0.110807
17096	-0.078680
17097	-0.037560
17098	0.040831
17099	0.282231
17100	-0.161826
17101	-0.022444
17102	0.009293
17103	0.297441
17104	-0.119021
17105	-0.073148
17106	0.194074
17107	-0.057841
17108	0.109121
17109	0.114352
17110	0.320442
17111	0.140397
17112	0.110546
17113	0.071530
17114	0.229808
17115	0.165653
17116	0.036118
17117	-0.157366
17118	-0.040583
17119	0.144266
17120	0.371825
17121	0.215646
17122	-0.166476
17123	0.666926
17124	-0.256524
17125	-0.217672
17126	-0.281871
17127	-0.083178
17128	0.037547
17129	0.227535
17130	-0.077353
17131	-0.112527
17132	-0.157957
17133	0.117999
17134	-0.159438
17135	-0.090530
17136	-0.295259
17137	-0.184504
17138	-0.202550
17139	-0.102596
17140	-0.038445
17141	-0.157307
17142	-0.105655
17143	0.198796
17144	-0.199346
17145	-0.008304
17146	0.163534
17147	0.075395
17148	0.136045
17149	0.124999
17150	0.030023
17151	0.022262
17152	-0.053544
17153	0.162865
17154	0.185305
17155	0.056154
17156	-0.086328
17157	-0.055555
17158	-0.265469
17159	-0.064927
17160	0.120443
17161	-0.016169
17162	0.131345
17163	0.122312
17164	0.208324
17165	0.002317
17166	-0.139144
17167	-0.080197
17168	0.079897
17169	0.010530
17170	0.013440
17171	-0.077810
17172	-0.055778
17173	-0.180846
17174	0.148233
17175	0.047613
17176	-0.209670
17177	-0.248857
17178	0.115445
17179	-0.013300
17180	0.060992
17181	0.082038
17182	0.151837
17183	0.139736
17184	-0.220081
17185	-0.028568
17186	-0.241073
17187	-0.187860
17188	0.178550
17189	0.205288
17190	0.210310
17191	0.146487
17192	0.045671
17193	-0.109715
17194	-0.090164
17195	0.177979
17196	0.078277
17197	0.093645
17198	0.178734
17199	0.098930
17200	-0.015131
17201	-0.016585
17202	0.221778
17203	-0.172581
17204	0.082913
17205	0.257326
17206	0.015601
17207	-0.186472
17208	-0.260894
17209	0.103848
17210	0.160710
17211	0.177401
17212	-0.263158
17213	-0.243317
17214	0.152436
17215	0.142382
17216	0.236536
17217	-0.230665
17218	0.190822
17219	0.021696
17220	-0.069759
17221	0.144066
17222	0.132700
17223	-0.083901
17224	-0.127718
17225	0.155435
17226	0.048351
17227	0.032140
17228	-0.158275
17229	0.105838
17230	-0.121572
17231	0.057710
17232	0.023871
17233	0.037622
17234	-0.131606
17235	0.099504
17236	-0.190355
17237	0.220414
17238	0.051749
17239	-0.124601
17240	0.065056
17241	-0.233000
17242	-0.101988
17243	-0.120343
17244	-0.156171
17245	0.074572
17246	-0.162749
17247	0.078653
17248	0.125830
17249	-0.118012
17250	0.080386
17251	-0.241765
17252	0.012548
17253	0.186165
17254	0.297839
17255	-0.149057
17256	-0.268035
17257	0.256496
17258	0.293518
17259	-0.224350
17260	0.029580
17261	0.128501
17262	-0.204046
17263	0.296638
17264	0.064651
17265	-0.005135
17266	-0.186544
17267	0.030640
17268	0.018091
17269	0.060525
17270	-0.083382
17271	0.094811
17272	0.084912
17273	-0.123682
17274	-0.016684
17275	-0.220839
17276	-0.160557
17277	0.107690
17278	-0.082218
17279	-0.243772
17280	-0.175239
17281	-0.118260
17282	0.162452
17283	-0.022662
17284	-0.000964
17285	0.165174
17286	-0.174214
17287	-0.212038
17288	0.085288
17289	-0.207370
17290	-0.160312
17291	0.195233
17292	-0.007744
17293	0.058243
17294	-0.076136
17295	-0.093539
17296	0.099216
17297	-0.082696
17298	0.217633
17299	0.104816
17300	0.000791
17301	-0.253350
17302	0.205790
17303	0.035141
17304	-0.003444
17305	-0.009284
17306	-0.208788
17307	0.072181
17308	0.019923
17309	-0.092803
17310	0.007518
17311	-0.076298
17312	0.101185
17313	0.171173
17314	0.089733
17315	0.230350
17316	-0.005149
17317	-0.003882
17318	0.068956
17319	-0.470218
17320	-0.706098
17321	0.342411
17322	0.039761
17323	0.239991
17324	0.765287
17325	0.198460
17326	0.419013
17327	-0.545127
17328	0.747077
17329	-0.164647
17330	0.005256
17331	-0.005532
17332	-0.183824
17333	-0.183953
17334	-0.077299
17335	-0.072678
17336	-0.210357
17337	0.081016
17338	0.182931
17339	-0.243949
17340	0.070285
17341	-0.215211
17342	-0.201783
17343	0.041973
17344	-0.034025
17345	-0.219499
17346	0.112492
17347	0.178090
17348	0.167617
17349	0.179181
17350	-0.259647
17351	-0.015972
17352	-0.216878
17353	0.152542
17354	0.005741
17355	0.129615
17356	0.082529
17357	-0.108160
17358	-0.162472
17359	-0.131208
17360	-0.196613
17361	-0.195884
17362	-0.114893
17363	-0.008081
17364	-0.106902
17365	-0.113721
17366	-0.105700
17367	-0.015117
17368	-0.037100
17369	-0.142758
17370	-0.129153
17371	0.184153
17372	-0.034034
17373	0.073958
17374	0.140229
17375	0.071010
17376	-0.026462
17377	-0.005055
17378	-0.168705
17379	0.055708
17380	-0.230869
17381	0.214436
17382	0.044563
17383	-0.045724
17384	-0.024272
17385	0.244830
17386	0.192570
17387	-0.163224
17388	-0.210304
17389	-0.009197
17390	0.023574
17391	-0.123327
17392	-0.016463
17393	0.036059
17394	0.046200
17395	0.050362
17396	-0.007481
17397	0.059537
17398	-0.058690
17399	0.001171
17400	0.176556
17401	0.222655
17402	-0.226923
17403	-0.083101
17404	-0.066694
17405	0.158233
17406	-0.115535
17407	0.171116
17408	-0.224689
17409	0.017235
17410	-0.233551
17411	-0.090456
17412	-0.161949
17413	0.222872
17414	0.110596
17415	0.175262
17416	0.140908
17417	-0.031127
17418	0.013353
17419	-0.078565
17420	-0.014731
17421	-0.028422
17422	0.129661
17423	0.124195
17424	-0.052132
17425	-0.191304
17426	0.165260
17427	0.264441
17428	-0.085348
17429	0.023438
17430	-0.029257
17431	0.243614
17432	-0.069692
17433	0.143463
17434	-0.169440
17435	-0.172807
17436	0.153045
17437	0.154672
17438	-0.154697
17439	0.368698
17440	-0.349653
17441	-0.591600
17442	0.226761
17443	-0.348625
17444	-0.136919
17445	-0.325876
17446	0.183128
17447	-0.005470
17448	-0.163293
17449	0.127913
17450	0.018236
17451	0.206401
17452	0.138020
17453	-0.195160
17454	-0.204037
17455	0.206035
17456	-0.009934
17457	0.185541
17458	0.066006
17459	-0.147833
17460	0.215340
17461	0.067062
17462	0.168750
17463	-0.057420
17464	0.104660
17465	0.021842
17466	-0.076011
17467	0.116999
17468	0.160790
17469	0.036614
17470	-0.131705
17471	0.214981
17472	-0.040007
17473	0.101690
17474	-0.197928
17475	0.040577
17476	0.171338
17477	0.206868
17478	-0.084493
17479	-0.235102
17480	-0.129340
17481	-0.179112
17482	0.062109
17483	0.112872
17484	-0.176460
17485	-0.078464
17486	0.206436
17487	-0.195263
17488	0.070058
17489	0.063101
17490	-0.216899
17491	0.060803
17492	-0.124931
17493	-0.114524
17494	-0.105872
17495	0.003488
17496	0.091906
17497	-0.008449
17498	0.077676
17499	0.168437
